device_id,timestamp,temperature,humidity,vibration,score,prediction
device-19,2026-03-13T16:41:16.893276,23.34,45.57,0.0301,0.040416506064476,normal
device-20,2026-03-13T16:41:16.893351,20.04,47.42,0.0373,0.014515836175736707,normal
device-1,2026-03-13T16:41:18.906716,21.01,51.31,0.026,0.09234199093053874,normal
device-2,2026-03-13T16:41:18.907395,22.3,49.24,0.043,0.09459612658255578,normal
device-3,2026-03-13T16:41:18.907528,23.73,45.69,0.0348,0.009374466714955676,normal
device-4,2026-03-13T16:41:18.907624,25.87,54.16,0.0446,-0.03125480398050662,ANOMALY
device-5,2026-03-13T16:41:18.907718,18.88,53.51,0.0112,-0.019230557937709336,ANOMALY
device-6,2026-03-13T16:41:18.907812,18.47,48.01,0.0322,0.0508513016483374,normal
device-7,2026-03-13T16:41:18.907913,20.68,49.04,0.0336,0.06337155756477919,normal
device-8,2026-03-13T16:41:18.908003,22.06,44.68,0.0307,0.12905788041269367,normal
device-9,2026-03-13T16:41:18.908186,19.44,51.09,0.025,0.08638393204826744,normal
device-10,2026-03-13T16:41:18.908311,26.04,52.41,0.0229,0.00730548788184715,normal
device-11,2026-03-13T16:41:18.908417,22.54,47.14,0.0251,0.06288665803791871,normal
device-12,2026-03-13T16:41:18.908519,22.88,48.79,0.0274,0.07569121690291492,normal
device-13,2026-03-13T16:41:18.908643,22.41,56.94,0.0479,0.037417973422772866,normal
device-14,2026-03-13T16:41:18.908759,23.43,50.51,0.0227,0.04527632432887474,normal
device-15,2026-03-13T16:41:18.908863,24.64,37.53,0.041,-0.018704903945955587,ANOMALY
device-16,2026-03-13T16:41:18.909209,20.52,46.59,0.0316,0.0450217741591693,normal
device-17,2026-03-13T16:41:18.909315,21.0,46.65,0.0299,0.061527040668172495,normal
device-18,2026-03-13T16:41:18.909473,22.56,56.89,0.0344,0.05470162810886425,normal
device-19,2026-03-13T16:41:18.909581,22.24,47.78,0.0387,0.058438825098504954,normal
device-20,2026-03-13T16:41:18.909668,21.49,53.63,0.0439,0.004642266488291136,normal
device-1,2026-03-13T16:41:20.933896,23.4,45.81,0.0524,-0.018704903945955587,ANOMALY
device-2,2026-03-13T16:41:20.934610,23.33,43.64,0.0137,-0.01677454945060386,ANOMALY
device-3,2026-03-13T16:41:20.934740,22.46,42.76,0.039,0.03655389654373298,normal
device-4,2026-03-13T16:41:20.934880,22.59,44.63,0.0519,0.02243829360327343,normal
device-5,2026-03-13T16:41:20.934952,22.35,53.21,0.0419,0.04486781075463342,normal
device-6,2026-03-13T16:41:20.935081,21.0,49.58,0.027,0.1046675554590003,normal
device-7,2026-03-13T16:41:20.935164,21.5,45.08,0.0549,0.007133846751110062,normal
device-8,2026-03-13T16:41:20.935217,22.28,64.2,0.0288,0.11661438277212754,normal
device-9,2026-03-13T16:41:20.935261,24.44,50.53,0.0369,0.04442805458909116,normal
device-10,2026-03-13T16:41:20.935303,20.95,53.13,0.0247,0.030298680934638167,normal
device-11,2026-03-13T16:41:20.935344,24.11,52.88,0.0275,0.014759362589972347,normal
device-12,2026-03-13T16:41:20.935384,22.83,51.45,0.0333,0.08613252962986373,normal
device-13,2026-03-13T16:41:20.935422,20.9,44.34,0.0119,-0.00442557948991118,ANOMALY
device-14,2026-03-13T16:41:20.935463,21.64,49.24,0.0226,0.08155895463369556,normal
device-15,2026-03-13T16:41:20.935503,22.52,55.24,0.0147,0.012881168226954398,normal
device-16,2026-03-13T16:41:20.935543,20.63,41.14,0.032,0.04270002051671007,normal
device-17,2026-03-13T16:41:20.935580,22.48,52.99,0.0222,0.04171321981413856,normal
device-18,2026-03-13T16:41:20.935643,24.4,49.76,0.0103,0.016258070018955628,normal
device-19,2026-03-13T16:41:20.935752,21.13,45.68,0.0398,0.007133846751110062,normal
device-20,2026-03-13T16:41:20.935816,21.76,47.41,0.0194,0.04520972112924071,normal
device-1,2026-03-13T16:41:22.943907,22.1,51.08,0.0348,0.14631575968834015,normal
device-2,2026-03-13T16:41:22.944791,19.92,50.39,0.0344,0.08467547634300188,normal
device-3,2026-03-13T16:41:22.944920,22.59,47.57,0.0351,0.03970058843025859,normal
device-4,2026-03-13T16:41:22.945063,23.8,47.72,0.0377,-0.007182287028530632,ANOMALY
device-5,2026-03-13T16:41:22.945176,20.13,36.13,0.0231,0.023679453290399444,normal
device-6,2026-03-13T16:41:22.945266,21.13,47.87,0.0289,0.06449023180106694,normal
device-7,2026-03-13T16:41:22.945354,23.26,48.85,0.0309,0.06389097806815225,normal
device-8,2026-03-13T16:41:22.945433,20.0,45.57,0.0171,-0.00442557948991118,ANOMALY
device-9,2026-03-13T16:41:22.945510,21.07,48.26,0.0413,0.01927740431513081,normal
device-10,2026-03-13T16:41:22.945579,22.55,52.83,0.0271,0.07337971139032928,normal
device-11,2026-03-13T16:41:22.945648,20.56,53.29,0.0236,0.019420587263610845,normal
device-12,2026-03-13T16:41:22.945717,23.29,47.05,0.0389,-0.017413817831097633,ANOMALY
device-13,2026-03-13T16:41:22.945888,22.35,48.83,0.0248,0.1059586509913234,normal
device-14,2026-03-13T16:41:22.947108,23.87,47.43,0.0385,-0.012276537340202953,ANOMALY
device-15,2026-03-13T16:41:22.947301,22.44,49.54,0.0405,0.08590131607346974,normal
device-16,2026-03-13T16:41:22.947427,21.13,60.06,0.0273,0.050832593197213005,normal
device-17,2026-03-13T16:41:22.947561,19.52,38.38,0.0324,0.04270002051671007,normal
device-18,2026-03-13T16:41:22.947635,23.22,57.28,0.0281,0.01612602130304941,normal
device-19,2026-03-13T16:41:22.947709,20.87,55.02,0.0261,0.038772858918172726,normal
device-20,2026-03-13T16:41:22.947942,22.02,55.36,0.0287,0.12598024629681837,normal
device-1,2026-03-13T16:41:24.953545,19.25,53.61,0.0239,0.019420587263610845,normal
device-2,2026-03-13T16:41:24.954579,22.96,60.6,0.0156,-0.03824101053319673,ANOMALY
device-3,2026-03-13T16:41:24.954771,23.65,43.57,0.0222,0.003570234777152237,normal
device-4,2026-03-13T16:41:24.954943,18.71,46.27,0.025,0.03725151568186447,normal
device-5,2026-03-13T16:41:24.956506,20.04,52.87,0.0217,0.0019733632723278882,normal
device-6,2026-03-13T16:41:24.956882,23.2,44.22,0.039,-0.017413817831097633,ANOMALY
device-7,2026-03-13T16:41:24.957026,22.14,56.25,0.0349,0.08035326361317296,normal
device-8,2026-03-13T16:41:24.957154,24.05,50.77,0.0373,0.039700687033217386,normal
device-9,2026-03-13T16:41:24.957272,24.1,42.85,0.0343,0.015581212387896781,normal
device-10,2026-03-13T16:41:24.957418,22.13,45.93,0.0373,0.06770101570860287,normal
device-11,2026-03-13T16:41:24.957540,19.39,49.02,0.0333,0.06472194191084124,normal
device-12,2026-03-13T16:41:24.957662,21.76,46.81,0.036,0.05487797255138804,normal
device-13,2026-03-13T16:41:24.957769,22.83,47.8,0.044,0.00778304518656614,normal
device-14,2026-03-13T16:41:24.957878,20.82,44.94,0.0287,0.05654291718820326,normal
device-15,2026-03-13T16:41:24.958067,21.79,55.67,0.0222,0.05074134249111972,normal
device-16,2026-03-13T16:41:24.958214,21.97,52.01,0.0295,0.1655837379357215,normal
device-17,2026-03-13T16:41:24.958304,22.93,48.52,0.061,0.013170571325845981,normal
device-18,2026-03-13T16:41:24.958393,20.1,44.68,0.0084,-0.00442557948991118,ANOMALY
device-19,2026-03-13T16:41:24.958476,24.01,56.89,0.0147,-0.043597608071066496,ANOMALY
device-20,2026-03-13T16:41:24.958571,22.36,50.7,0.032,0.1470150146752594,normal
device-1,2026-03-13T16:41:26.967719,22.62,56.83,0.0313,0.07209373865620516,normal
device-2,2026-03-13T16:41:26.969236,25.09,61.9,0.0271,0.01100892876783588,normal
device-3,2026-03-13T16:41:26.970329,20.29,56.57,0.0238,0.019420587263610845,normal
device-4,2026-03-13T16:41:26.970707,22.22,55.57,0.0189,0.03322737905711315,normal
device-5,2026-03-13T16:41:26.970860,22.29,46.34,0.0266,0.11004320544428725,normal
device-6,2026-03-13T16:41:26.970987,21.09,53.99,0.0377,0.019698711024296656,normal
device-7,2026-03-13T16:41:26.971106,23.03,54.62,0.025,-0.005427015181220907,ANOMALY
device-8,2026-03-13T16:41:26.971229,22.07,44.14,0.019,0.061551859318568436,normal
device-9,2026-03-13T16:41:26.971341,23.12,49.91,0.0338,0.06700957605495572,normal
device-10,2026-03-13T16:41:26.971459,20.57,49.51,0.0095,0.03488557975012263,normal
device-11,2026-03-13T16:41:26.973740,23.62,59.17,0.0411,-0.03125480398050662,ANOMALY
device-12,2026-03-13T16:41:26.974155,24.86,46.88,0.0297,0.040416506064476,normal
device-13,2026-03-13T16:41:26.974293,23.2,50.42,0.0453,0.020525405026514565,normal
device-14,2026-03-13T16:41:26.974495,21.13,49.66,0.0198,0.03630819672978336,normal
device-15,2026-03-13T16:41:26.974577,23.07,48.17,0.0358,0.0019630650123727555,normal
device-16,2026-03-13T16:41:26.974653,21.83,50.48,0.0284,0.18376751763214494,normal
device-17,2026-03-13T16:41:26.974732,22.02,47.53,0.0488,0.0679313258628711,normal
device-18,2026-03-13T16:41:26.974806,22.47,50.95,0.0261,0.12431120480200397,normal
device-19,2026-03-13T16:41:26.974882,22.53,59.1,0.004,0.009374466714955676,normal
device-20,2026-03-13T16:41:26.974951,20.6,42.99,0.0507,0.007133846751110062,normal
device-1,2026-03-13T16:41:28.983149,21.97,43.78,0.034,0.09809974327498094,normal
device-2,2026-03-13T16:41:28.983547,24.92,57.59,0.0328,0.014371538135750428,normal
device-3,2026-03-13T16:41:28.983637,25.2,52.24,0.0243,0.018340473732368467,normal
device-4,2026-03-13T16:41:28.983720,23.52,52.48,0.0386,-0.014266408473777803,ANOMALY
device-5,2026-03-13T16:41:28.983796,26.81,53.45,0.0292,0.023965439348281214,normal
device-6,2026-03-13T16:41:28.984000,21.73,48.36,0.0456,0.060502674925705935,normal
device-7,2026-03-13T16:41:28.984130,22.44,50.51,0.0252,0.12331845652883144,normal
device-8,2026-03-13T16:41:28.984220,22.96,54.96,0.0162,-0.03824101053319673,ANOMALY
device-9,2026-03-13T16:41:28.984299,21.69,51.93,0.0416,0.07478014565766844,normal
device-10,2026-03-13T16:41:28.984372,23.74,53.16,0.0439,-0.03125480398050662,ANOMALY
device-11,2026-03-13T16:41:28.984443,22.4,47.76,0.0262,0.08437121980932272,normal
device-12,2026-03-13T16:41:28.984512,23.28,38.65,0.0423,-0.018704903945955587,ANOMALY
device-13,2026-03-13T16:41:28.984585,23.79,53.12,0.0153,-0.043597608071066496,ANOMALY
device-14,2026-03-13T16:41:28.984656,23.46,45.74,0.0372,-0.007182287028530632,ANOMALY
device-15,2026-03-13T16:41:28.984727,22.59,45.15,0.0164,0.024193152716380117,normal
device-16,2026-03-13T16:41:28.984796,23.5,57.18,0.0298,0.025166891067221253,normal
device-17,2026-03-13T16:41:28.984869,21.99,56.66,0.0155,0.03732277749241053,normal
device-18,2026-03-13T16:41:28.984940,21.63,39.83,0.0406,0.02851846338434816,normal
device-19,2026-03-13T16:41:28.985010,20.71,46.29,0.0271,0.05168210402989981,normal
device-20,2026-03-13T16:41:28.986556,22.37,48.1,0.041,0.04772508694154398,normal
device-1,2026-03-13T16:41:30.994971,22.04,55.69,0.0276,0.11294813273364707,normal
device-2,2026-03-13T16:41:30.995828,22.57,48.76,0.0361,0.06091689200048145,normal
device-3,2026-03-13T16:41:30.995967,20.71,48.99,0.0243,0.06131704510808367,normal
device-4,2026-03-13T16:41:30.996065,21.33,52.11,0.0203,0.027463421501670693,normal
device-5,2026-03-13T16:41:30.996139,21.69,49.54,0.054,0.08467712242268777,normal
device-6,2026-03-13T16:41:30.996201,23.19,41.61,0.0362,-0.007182287028530632,ANOMALY
device-7,2026-03-13T16:41:30.996273,22.93,45.77,0.0372,0.005624928208648461,normal
device-8,2026-03-13T16:41:30.996342,22.76,49.26,0.0174,0.04338343567601788,normal
device-9,2026-03-13T16:41:30.996398,24.38,51.2,0.0395,0.01455291831857597,normal
device-10,2026-03-13T16:41:30.996453,21.68,46.08,0.0163,0.027870727184008626,normal
device-11,2026-03-13T16:41:30.996513,21.33,54.09,0.0448,0.004642266488291136,normal
device-12,2026-03-13T16:41:30.996567,22.72,43.24,0.0211,0.020754487993955073,normal
device-13,2026-03-13T16:41:30.996718,20.7,50.42,0.0381,0.07095599072883974,normal
device-14,2026-03-13T16:41:30.996908,22.4,50.86,0.0379,0.0978422782679389,normal
device-15,2026-03-13T16:41:30.997010,24.12,47.1,0.0251,0.016149112308213698,normal
device-16,2026-03-13T16:41:30.997086,23.36,52.09,0.0322,0.052623087773111865,normal
device-17,2026-03-13T16:41:30.997151,24.08,50.17,0.0396,0.023894416682306407,normal
device-18,2026-03-13T16:41:30.997211,22.26,55.97,0.0412,0.05181140691489139,normal
device-19,2026-03-13T16:41:30.997271,23.67,55.16,0.0181,-0.043597608071066496,ANOMALY
device-20,2026-03-13T16:41:30.997328,19.87,53.58,0.0351,0.020909125540025886,normal
device-1,2026-03-13T16:41:33.006430,21.96,54.07,0.0276,0.11309876742525221,normal
device-2,2026-03-13T16:41:33.007121,22.35,43.71,0.0219,0.06144396410414932,normal
device-3,2026-03-13T16:41:33.007246,25.86,43.4,0.0312,0.03489520772691679,normal
device-4,2026-03-13T16:41:33.007332,21.13,46.7,0.0246,0.03725151568186447,normal
device-5,2026-03-13T16:41:33.007415,20.47,48.52,0.0239,0.04890975789178498,normal
device-6,2026-03-13T16:41:33.007491,20.84,44.8,0.032,0.04270002051671007,normal
device-7,2026-03-13T16:41:33.007562,21.64,54.43,0.0361,0.039598025661057634,normal
device-8,2026-03-13T16:41:33.007641,24.59,52.54,0.0137,-0.03277313397337922,ANOMALY
device-9,2026-03-13T16:41:33.007719,22.42,47.16,0.0207,0.04563576946334735,normal
device-10,2026-03-13T16:41:33.007788,20.42,49.73,0.0197,0.03655219467838533,normal
device-11,2026-03-13T16:41:33.007864,20.23,47.12,0.0297,0.061527040668172495,normal
device-12,2026-03-13T16:41:33.007936,20.67,52.38,0.0367,0.04172282886445733,normal
device-13,2026-03-13T16:41:33.008011,24.54,57.63,0.0365,-0.010353908505971399,ANOMALY
device-14,2026-03-13T16:41:33.008085,21.88,50.17,0.0269,0.17593935760177676,normal
device-15,2026-03-13T16:41:33.008164,23.17,45.19,0.0316,0.03253077541366689,normal
device-16,2026-03-13T16:41:33.008238,22.13,47.15,0.0312,0.11757515882556513,normal
device-17,2026-03-13T16:41:33.008313,21.99,57.65,0.0352,0.07884671304458424,normal
device-18,2026-03-13T16:41:33.009902,21.09,51.75,0.0167,0.028337785392674175,normal
device-19,2026-03-13T16:41:33.010462,22.36,61.2,0.0338,0.07451229880037225,normal
device-20,2026-03-13T16:41:33.010601,20.79,46.12,0.0352,0.017208310149363304,normal
device-1,2026-03-13T16:41:35.022483,21.48,53.65,0.0367,0.019698711024296656,normal
device-2,2026-03-13T16:41:35.023385,21.24,49.02,0.0469,0.03361046827107195,normal
device-3,2026-03-13T16:41:35.023576,23.01,49.54,0.023,0.046869399472649675,normal
device-4,2026-03-13T16:41:35.023750,24.64,46.16,0.0259,0.023310560276200265,normal
device-5,2026-03-13T16:41:35.023923,24.42,47.58,0.0219,-0.0012468814048004484,ANOMALY
device-6,2026-03-13T16:41:35.024084,21.0,50.72,0.0388,0.06445642912068505,normal
device-7,2026-03-13T16:41:35.026105,20.93,43.95,0.0287,0.05654291718820326,normal
device-8,2026-03-13T16:41:35.027218,23.22,52.42,0.032,0.039700687033217386,normal
device-9,2026-03-13T16:41:35.028424,22.77,63.04,0.0476,0.004285322733229235,normal
device-10,2026-03-13T16:41:35.028646,22.08,50.46,0.0382,0.1358503516632556,normal
device-11,2026-03-13T16:41:35.028843,23.08,49.16,0.0151,0.010959698600565781,normal
device-12,2026-03-13T16:41:35.028941,19.05,47.92,0.0361,0.023082393827925096,normal
device-13,2026-03-13T16:41:35.029062,22.09,38.37,0.0264,0.11501236057985548,normal
device-14,2026-03-13T16:41:35.029204,19.5,51.03,0.0062,0.039047617052825334,normal
device-15,2026-03-13T16:41:35.029309,19.66,52.04,0.0277,0.08688427544065913,normal
device-16,2026-03-13T16:41:35.029400,19.92,54.94,0.0249,0.030298680934638167,normal
device-17,2026-03-13T16:41:35.029490,21.52,52.74,0.0298,0.07370402345241667,normal
device-18,2026-03-13T16:41:35.029581,21.04,61.77,0.0401,0.004642266488291136,normal
device-19,2026-03-13T16:41:35.031518,21.22,39.21,0.0411,0.007133846751110062,normal
device-20,2026-03-13T16:41:35.031736,23.37,54.85,0.0311,0.022940221930290328,normal
device-1,2026-03-13T16:41:37.039770,22.02,38.67,0.0165,0.060026275352230485,normal
device-2,2026-03-13T16:41:37.043463,21.72,55.67,0.0302,0.1049771908585933,normal
device-3,2026-03-13T16:41:37.043732,22.95,56.0,0.0171,-0.03824101053319673,ANOMALY
device-4,2026-03-13T16:41:37.043869,20.58,59.26,0.0429,0.004642266488291136,normal
device-5,2026-03-13T16:41:37.044007,21.96,55.09,0.026,0.09701313167082104,normal
device-6,2026-03-13T16:41:37.044119,22.43,42.08,0.024,0.06748428408435747,normal
device-7,2026-03-13T16:41:37.044890,23.54,47.23,0.0143,-0.01677454945060386,ANOMALY
device-8,2026-03-13T16:41:37.045163,20.66,49.16,0.0219,0.052247603724222325,normal
device-9,2026-03-13T16:41:37.045307,23.1,58.9,0.0262,0.004420068204301075,normal
device-10,2026-03-13T16:41:37.045369,22.57,50.16,0.0311,0.13624348597359692,normal
device-11,2026-03-13T16:41:37.045415,20.06,50.49,0.0256,0.09612260143862184,normal
device-12,2026-03-13T16:41:37.045455,19.87,47.2,0.0168,-0.00442557948991118,ANOMALY
device-13,2026-03-13T16:41:37.045493,23.4,45.33,0.0431,-0.018704903945955587,ANOMALY
device-14,2026-03-13T16:41:37.045981,23.18,55.19,0.0353,-0.009080364702090726,ANOMALY
device-15,2026-03-13T16:41:37.046180,21.29,57.62,0.0324,0.04319852267728619,normal
device-16,2026-03-13T16:41:37.046527,21.96,53.84,0.0266,0.10932418070253375,normal
device-17,2026-03-13T16:41:37.046628,22.6,54.63,0.0384,0.028297324233274912,normal
device-18,2026-03-13T16:41:37.046686,21.49,51.99,0.0261,0.07671511070591897,normal
device-19,2026-03-13T16:41:37.046840,22.76,40.62,0.0522,0.015156895125746583,normal
device-20,2026-03-13T16:41:37.046898,20.91,51.73,0.0305,0.10384809938852568,normal
device-1,2026-03-13T16:41:39.054753,18.85,50.66,0.0327,0.09810516899246524,normal
device-2,2026-03-13T16:41:39.056200,22.33,55.12,0.038,0.06241125534634895,normal
device-3,2026-03-13T16:41:39.057114,21.52,40.51,0.0221,0.025903249659467775,normal
device-4,2026-03-13T16:41:39.058776,25.02,47.05,0.045,-0.018704903945955587,ANOMALY
device-5,2026-03-13T16:41:39.058943,22.79,46.12,0.0458,0.009018490049531036,normal
device-6,2026-03-13T16:41:39.059049,22.85,48.64,0.0304,0.0866605027280718,normal
device-7,2026-03-13T16:41:39.059141,22.41,54.07,0.0245,0.061775589409781784,normal
device-8,2026-03-13T16:41:39.059232,21.74,56.25,0.0235,0.05781131675869189,normal
device-9,2026-03-13T16:41:39.059318,19.46,51.16,0.0311,0.11391470598628434,normal
device-10,2026-03-13T16:41:39.059415,22.79,45.84,0.0246,0.04051117475809096,normal
device-11,2026-03-13T16:41:39.059505,23.83,50.53,0.0393,0.02439312906394253,normal
device-12,2026-03-13T16:41:39.059599,21.42,43.28,0.0223,0.019806899515261156,normal
device-13,2026-03-13T16:41:39.059686,20.38,49.82,0.0449,0.05949962742503767,normal
device-14,2026-03-13T16:41:39.059772,21.43,54.37,0.0183,-0.019230557937709336,ANOMALY
device-15,2026-03-13T16:41:39.059863,21.55,51.61,0.0442,0.06445642912068505,normal
device-16,2026-03-13T16:41:39.060074,23.25,44.55,0.0413,-0.018704903945955587,ANOMALY
device-17,2026-03-13T16:41:39.060165,22.84,51.65,0.0148,0.02274967523121285,normal
device-18,2026-03-13T16:41:39.060253,19.62,50.17,0.0191,0.04172104448088765,normal
device-19,2026-03-13T16:41:39.060369,21.84,39.09,0.0504,0.06675419413932726,normal
device-20,2026-03-13T16:41:39.060553,21.83,45.8,0.0335,0.0968342110482332,normal
device-1,2026-03-13T16:41:41.069747,22.54,51.5,0.046,0.06982076008978455,normal
device-2,2026-03-13T16:41:41.071910,20.45,50.38,0.0335,0.0896204872153945,normal
device-3,2026-03-13T16:41:41.072709,22.01,48.67,0.0029,0.08241552958642617,normal
device-4,2026-03-13T16:41:41.072987,21.69,53.45,0.0213,0.022163441236607517,normal
device-5,2026-03-13T16:41:41.073124,21.71,46.03,0.0313,0.08969529669251741,normal
device-6,2026-03-13T16:41:41.073244,25.23,50.04,0.0367,0.04346517502009006,normal
device-7,2026-03-13T16:41:41.074156,23.97,54.09,0.0407,-0.03125480398050662,ANOMALY
device-8,2026-03-13T16:41:41.075570,23.3,52.29,0.0231,0.009775786631716632,normal
device-9,2026-03-13T16:41:41.075749,23.58,51.71,0.044,0.006657659589865528,normal
device-10,2026-03-13T16:41:41.075861,22.61,54.98,0.0381,0.03447899250203412,normal
device-11,2026-03-13T16:41:41.076083,21.32,45.79,0.038,0.014515836175736707,normal
device-12,2026-03-13T16:41:41.076525,22.51,54.31,0.0374,0.05261366772064158,normal
device-13,2026-03-13T16:41:41.076834,25.19,47.41,0.0333,0.022222884706640023,normal
device-14,2026-03-13T16:41:41.077004,22.12,52.27,0.0432,0.08362473601042442,normal
device-15,2026-03-13T16:41:41.077111,21.54,56.04,0.0354,0.02699381197864059,normal
device-16,2026-03-13T16:41:41.077198,22.93,58.06,0.0456,-0.020523483572242318,ANOMALY
device-17,2026-03-13T16:41:41.077276,19.73,46.32,0.0402,0.007133846751110062,normal
device-18,2026-03-13T16:41:41.077358,21.77,47.72,0.0413,0.048008458651197294,normal
device-19,2026-03-13T16:41:41.077437,19.22,51.07,0.0264,0.09767077804109159,normal
device-20,2026-03-13T16:41:41.077507,18.94,56.34,0.0238,0.019420587263610845,normal
device-1,2026-03-13T16:41:43.085934,22.98,44.63,0.0294,0.045069396184604926,normal
device-2,2026-03-13T16:41:43.086769,23.3,55.42,0.0501,-0.03125480398050662,ANOMALY
device-3,2026-03-13T16:41:43.087015,19.74,48.43,0.0276,0.07605784947999494,normal
device-4,2026-03-13T16:41:43.087208,24.22,52.49,0.0299,0.0406959151391153,normal
device-5,2026-03-13T16:41:43.087379,22.29,47.42,0.0306,0.12081258829636049,normal
device-6,2026-03-13T16:41:43.087556,23.02,53.43,0.0328,0.014371538135750428,normal
device-7,2026-03-13T16:41:43.087708,21.85,60.39,0.0391,0.06118780613240904,normal
device-8,2026-03-13T16:41:43.087887,22.99,57.15,0.0322,0.020453955189322803,normal
device-9,2026-03-13T16:41:43.089637,23.26,51.48,0.0261,0.050967844177557065,normal
device-10,2026-03-13T16:41:43.089777,22.45,57.1,0.0193,0.01879917396872921,normal
device-11,2026-03-13T16:41:43.089893,21.33,55.71,0.004,-0.019230557937709336,ANOMALY
device-12,2026-03-13T16:41:43.090006,24.3,48.51,0.0271,0.04781684250590157,normal
device-13,2026-03-13T16:41:43.090139,19.27,53.96,0.0195,-0.019230557937709336,ANOMALY
device-14,2026-03-13T16:41:43.090260,21.05,49.26,0.0437,0.04411720391322427,normal
device-15,2026-03-13T16:41:43.090374,21.42,52.17,0.019,0.01350707854692601,normal
device-16,2026-03-13T16:41:43.090479,23.55,52.3,0.0343,0.02970063394949196,normal
device-17,2026-03-13T16:41:43.090587,21.1,54.46,0.0357,0.019698711024296656,normal
device-18,2026-03-13T16:41:43.090693,20.69,48.78,0.0137,0.016944074260587416,normal
device-19,2026-03-13T16:41:43.090798,19.13,48.66,0.0273,0.07955228877998177,normal
device-20,2026-03-13T16:41:43.093003,24.98,49.41,0.0368,0.03624050877898399,normal
device-1,2026-03-13T16:41:45.100364,20.61,50.62,0.0243,0.0855973462724019,normal
device-2,2026-03-13T16:41:45.102335,23.32,52.24,0.0205,-0.00934621669810598,ANOMALY
device-3,2026-03-13T16:41:45.103118,20.92,44.33,0.0454,0.007133846751110062,normal
device-4,2026-03-13T16:41:45.103924,20.68,52.71,0.0346,0.035936555541195014,normal
device-5,2026-03-13T16:41:45.104292,19.59,53.46,0.0272,0.04870605408528128,normal
device-6,2026-03-13T16:41:45.104517,20.83,54.9,0.0288,0.05886404590148164,normal
device-7,2026-03-13T16:41:45.104639,18.69,51.2,0.0268,0.10257426818422954,normal
device-8,2026-03-13T16:41:45.104746,20.24,45.97,0.0536,0.007133846751110062,normal
device-9,2026-03-13T16:41:45.104839,22.63,41.9,0.0114,0.024193152716380117,normal
device-10,2026-03-13T16:41:45.104949,22.61,53.36,0.0358,0.03925074019482644,normal
device-11,2026-03-13T16:41:45.105046,21.9,50.44,0.0318,0.17927046167823057,normal
device-12,2026-03-13T16:41:45.105132,22.0,56.46,0.033,0.10519282800018254,normal
device-13,2026-03-13T16:41:45.105219,24.09,44.12,0.0409,-0.018704903945955587,ANOMALY
device-14,2026-03-13T16:41:45.105311,23.11,54.34,0.042,-0.03125480398050662,ANOMALY
device-15,2026-03-13T16:41:45.105398,23.83,50.28,0.0237,0.05375319460812933,normal
device-16,2026-03-13T16:41:45.105485,23.94,52.52,0.0342,0.017415776680400286,normal
device-17,2026-03-13T16:41:45.105572,23.8,52.66,0.0303,0.03364633254180982,normal
device-18,2026-03-13T16:41:45.105656,20.35,57.11,0.026,0.038772858918172726,normal
device-19,2026-03-13T16:41:45.105736,19.75,44.44,0.0274,0.053797077749587974,normal
device-20,2026-03-13T16:41:45.105826,22.9,57.33,0.0453,-0.01125121236156168,ANOMALY
device-1,2026-03-13T16:41:47.114958,21.43,49.22,0.03,0.10569790389180744,normal
device-2,2026-03-13T16:41:47.115480,20.31,48.27,0.0232,0.034302020818617995,normal
device-3,2026-03-13T16:41:47.115581,19.76,47.55,0.0374,0.014515836175736707,normal
device-4,2026-03-13T16:41:47.115639,23.79,48.1,0.0195,-0.01029109607958889,ANOMALY
device-5,2026-03-13T16:41:47.115692,22.12,58.09,0.0346,0.08473511748494755,normal
device-6,2026-03-13T16:41:47.115793,22.08,54.76,0.0162,0.03984058918920064,normal
device-7,2026-03-13T16:41:47.115861,22.16,47.13,0.0388,0.05713937123264201,normal
device-8,2026-03-13T16:41:47.115905,20.44,45.17,0.0323,0.04270002051671007,normal
device-9,2026-03-13T16:41:47.115944,22.83,51.29,0.0326,0.09342476543956857,normal
device-10,2026-03-13T16:41:47.116644,20.42,44.46,0.0422,0.007133846751110062,normal
device-11,2026-03-13T16:41:47.116727,21.64,51.41,0.0153,0.061191817670482096,normal
device-12,2026-03-13T16:41:47.116775,20.63,40.23,0.0318,0.04270002051671007,normal
device-13,2026-03-13T16:41:47.116812,20.99,57.79,0.0309,0.05879735682024323,normal
device-14,2026-03-13T16:41:47.116882,22.14,53.73,0.0358,0.06867242223646175,normal
device-15,2026-03-13T16:41:47.116926,22.97,48.63,0.0481,0.005955563643944117,normal
device-16,2026-03-13T16:41:47.116960,19.96,43.35,0.0351,0.017208310149363304,normal
device-17,2026-03-13T16:41:47.116992,21.63,58.96,0.0322,0.06917473356891268,normal
device-18,2026-03-13T16:41:47.117025,22.24,56.22,0.0239,0.06717624115559528,normal
device-19,2026-03-13T16:41:47.117057,22.65,49.81,0.0141,0.06321919779350627,normal
device-20,2026-03-13T16:41:47.117089,22.86,48.69,0.0399,0.02339148083310172,normal
device-1,2026-03-13T16:41:49.126517,21.64,50.75,0.0258,0.12254652772388902,normal
device-2,2026-03-13T16:41:49.128113,22.13,43.22,0.033,0.10065277900614678,normal
device-3,2026-03-13T16:41:49.129359,23.1,46.87,0.0284,0.03356495107227775,normal
device-4,2026-03-13T16:41:49.129814,21.54,52.4,0.0243,0.05540577315895101,normal
